song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
El Piropo,20,231923,0.13,0.822,0.659,0,5,0.106,-4.321,1,0.0418,94.973,4,0.701
Las Mujeres No Se Acaban,55,271333,0.0206,0.516,0.866,0.000834,5,0.11,-6.686,0,0.0484,193.773,4,0.824
La Pollera Colora,49,228884,0.134,0.666,0.678,0.000146,5,0.609,-6.052,0,0.0603,101.551,4,0.873
Cumbia sobre el río / Interludio,58,342973,0.0237,0.711,0.816,0.797,1,0.294,-6.397,1,0.0515,96.999,4,0.861
Me Volví A Acordar De Ti,42,237133,0.135,0.667,0.568,0,2,0.397,-4.574,1,0.0264,146.003,4,0.775
Guaracha Sabrosona,0,220026,0.0319,0.888,0.502,0.00233,7,0.0542,-8.858,1,0.0935,90.481,4,0.576
Yo Soy Tu Maestro,57,276813,0.189,0.819,0.546,0,5,0.131,-8.095,0,0.057,155.034,4,0.888
El Embrujo,53,218746,0.177,0.824,0.71,3.30E-05,7,0.0923,-5.66,1,0.0336,96.525,4,0.679
De quen chon,43,167466,0.697,0.852,0.676,2.12E-05,9,0.0635,-10.635,1,0.0711,117.85,4,0.961
El Gigante De Hierro,58,216346,0.0993,0.865,0.627,0.0173,9,0.0505,-11.4,0,0.0987,90.035,4,0.855
Pedacito De Mi Vida ( Quimika),43,217213,0.257,0.776,0.756,1.67E-06,2,0.178,-4.523,0,0.0375,92.064,4,0.89
Los Caminos De La Vida,62,291133,0.377,0.623,0.696,0,2,0.126,-6.144,0,0.0313,151.389,4,0.935
El Gigante de Hierro,1,213773,0.184,0.74,0.713,6.00E-06,9,0.123,-6.9,0,0.0677,90.04,4,0.836
Escandalo,54,288560,0.0391,0.917,0.571,0.0116,4,0.138,-6.456,0,0.0308,99.879,4,0.924
Estupido (feat. Janeth Guadalupe),59,299284,0.242,0.594,0.68,2.42E-06,7,0.117,-4.851,1,0.0341,206.085,4,0.888
¿Dónde Estarás?,62,231106,0.144,0.551,0.542,0,7,0.192,-7.548,0,0.0298,181.931,4,0.916
One More Time,76,320357,0.0193,0.611,0.697,0,2,0.332,-8.618,1,0.133,122.752,4,0.476
Satisfaction,52,285413,0.165,0.802,0.725,0.0984,11,0.0782,-3.392,1,0.102,129.984,4,0.347
Show Me Love - Radio Edit,50,185613,0.497,0.651,0.854,0,5,0.122,-4.167,1,0.0574,129.893,4,0.571
Take Me Away - Vocal Radio Mix,39,190426,0.0017,0.623,0.792,0.0575,3,0.18,-6.991,0,0.0372,138.009,4,0.227
The World Is Mine,47,219946,0.000125,0.682,0.93,0.0123,11,0.0481,-4.036,0,0.0846,127.867,4,0.46
Pjanoo - Radio Edit,68,157432,0.000563,0.604,0.874,0.812,7,0.112,-4.949,0,0.0295,125.99,4,0.835
"World, Hold On - Radio Edit",40,200753,0.0498,0.751,0.92,1.77E-05,8,0.0875,-2.904,0,0.0826,126.99,4,0.668
Children,68,243266,0.000295,0.604,0.755,0.812,0,0.0625,-10.761,1,0.0337,137.064,4,0.388
Put `em Up,36,211600,0.00441,0.65,0.867,0.000299,5,0.163,-3.786,0,0.0434,130.056,4,0.74
Step One Two,47,200280,0.0426,0.741,0.757,0.0112,11,0.107,-6.997,0,0.0435,127.981,4,0.566
Lola's Theme,64,207066,0.00083,0.748,0.845,0.000225,5,0.068,-4.612,0,0.0536,123.925,4,0.659
Beautiful,40,354613,0.000568,0.504,0.855,0.212,7,0.136,-10.518,1,0.042,134.989,4,0.382
Infinity 2008 - Klaas Vocal Edit,67,192294,0.000313,0.498,0.862,0.00941,7,0.352,-6.02,0,0.0589,128.034,4,0.47
Rapture - Avicii New Generation Radio Edit,60,221543,0.0185,0.558,0.934,0.21,10,0.275,-4.072,0,0.0355,130.008,4,0.385
Dance4Life (feat. Maxi Jazz) - Radio Edit,29,213320,0.00104,0.69,0.871,0.486,6,0.287,-7.445,0,0.0767,131.962,4,0.585
Behind - ATB vs Callea Re-Edit,31,170307,0.0775,0.571,0.841,1.55E-05,3,0.114,-5.262,0,0.055,131.004,4,0.52
I Remember (Strobelight Edit),52,283040,0.17,0.664,0.59,0.00332,11,0.112,-7.235,0,0.0311,127.982,4,0.495
Put Your Hands Up for Detroit - MC Mario Edit,44,393333,0.00146,0.908,0.928,0.853,1,0.0532,-5.972,1,0.173,128.024,4,0.207
Deep Inside,4,392668,0.0251,0.794,0.901,0.00986,11,0.139,-4.652,0,0.0697,123.672,4,0.789
You're Not Alone - Vocal Radio Edit,32,223520,0.117,0.586,0.814,0.000497,10,0.581,-7.041,1,0.0396,131.008,3,0.425
Fire,44,271586,6.51E-06,0.501,0.77,0.842,0,0.0929,-9.059,0,0.0252,132.007,4,0.639
Another Place - Radio Edit,37,216573,0.0235,0.671,0.799,0.00404,6,0.352,-5.346,0,0.0519,127.965,4,0.312
Destination Calabria - Radio Edit,5,180906,0.000299,0.604,0.972,0.000983,9,0.097,-5.626,1,0.0524,128.051,4,0.354
Heartbroken - Edit,27,178613,0.0305,0.714,0.733,0.00101,11,0.181,-5.495,0,0.034,140.006,4,0.872
Insomnia - Radio Edit,62,215093,0.00855,0.716,0.834,0.00613,7,0.102,-7.192,1,0.0281,127.113,4,0.275
Summerfish - Scandall Sunset On Ibiza Instrumental,37,357160,0.0218,0.673,0.939,0.884,6,0.0821,-5.344,1,0.0964,130.738,4,0.0373
Go (Radio Edit),54,218000,5.23E-05,0.669,0.848,0.931,4,0.0943,-9.412,0,0.05,125.881,4,0.515
We Belong - Radio Edit,36,190973,0.000181,0.531,0.857,0.247,5,0.353,-7.16,0,0.0393,130.015,4,0.682
Ready Steady Go,49,253933,0.00154,0.556,0.944,0.0295,1,0.209,-5.556,0,0.0296,128.012,4,0.341
Together - Radio Edit,49,211533,0.000985,0.64,0.939,0.483,4,0.0867,-6.844,1,0.0463,126.036,4,0.311
Me and Myself (Wolfgang Gartner Radio Edit),30,172493,0.00646,0.482,0.898,0.0519,7,0.169,-4.167,1,0.3,127.803,4,0.526
Only One (Radio Edit),41,160626,0.0107,0.683,0.678,2.27E-05,9,0.822,-6.756,1,0.0332,126.988,4,0.45
Slumber - Original Mix,37,344493,0.000772,0.643,0.826,0.481,0,0.307,-6.124,1,0.0381,127.997,4,0.312
Drive Out - The Attik Radio Edit,7,208120,0.0131,0.586,0.924,0.223,0,0.37,-3.499,0,0.0328,127.964,3,0.871
Every Word (feat. Daniella) - Wendel Kos Radio Edit,35,213173,0.0349,0.65,0.967,0.19,9,0.779,-5.674,1,0.13,127.995,4,0.319
Toca Me - twoloud Radio Edit,49,193529,0.0169,0.607,0.852,0.603,4,0.364,-5.106,0,0.0347,127.996,4,0.718
Behind - Callea Radio Mix,36,220320,0.0923,0.503,0.582,3.70E-05,3,0.09,-8.173,0,0.069,125.665,4,0.149
Baba O'Riley (Radio Edit),35,251706,0.000914,0.596,0.809,0.139,6,0.163,-7.95,1,0.0411,127.975,4,0.468
Eyes,24,315266,0.00162,0.587,0.556,0.216,0,0.0782,-7.991,1,0.044,128.017,4,0.309
I Can't Help Myself (Radio Edit),31,208360,0.00796,0.57,0.921,0.442,3,0.689,-5.686,0,0.0266,129.007,4,0.607
Baby When The Light,4,207813,0.0243,0.585,0.738,0,7,0.162,-8.03,1,0.0349,129.974,4,0.25
Call On Me - Radio Edit,16,171360,0.00427,0.597,0.837,0.00114,10,0.839,-6.518,1,0.375,126.342,4,0.447
Let Me Think About It,59,151983,0.00022,0.762,0.754,0.0665,0,0.146,-3.425,0,0.046,129.026,4,0.715
It's Too Late - Dirty South Mix Edit,33,393080,0.0004,0.767,0.679,0.169,1,0.0895,-7.057,1,0.0527,129.995,4,0.453
Love Is Gone - Fred Rister & Joachim Garraud Radio Edit Mix,6,201413,0.0146,0.788,0.682,0.00022,4,0.0757,-7.826,0,0.0694,127.96,4,0.675
I Found U - Radio Edit,5,171430,0.0542,0.649,0.966,0.00249,4,0.461,-7.179,0,0.0731,129.969,4,0.257
"75, Brazil Street (Radio Mix) - Nicola Fasano Vs Pat-Rich",48,187402,0.00616,0.898,0.593,0.904,9,0.276,-6.211,0,0.0615,127.013,4,0.419
Make Your Move - Radio Edit,37,171280,0.00111,0.49,0.955,0.063,5,0.0375,-3.23,0,0.371,127.963,4,0.368
With Every Heartbeat - with Kleerup - Tong and Spoon Wonderland Remix,35,434853,0.00484,0.797,0.513,0.663,8,0.0624,-7.165,1,0.157,126.012,4,0.484
Underlying Feeling - Adam K & Soha Radio Edit,46,224842,0.000681,0.698,0.852,0.156,6,0.0446,-7.204,0,0.07,126.02,4,0.158
Nocturne,66,268626,0.949,0.48,0.303,0.196,2,0.155,-13.189,0,0.0302,127.017,3,0.192
Killer + The Sound,58,475186,0.982,0.397,0.0998,0.00476,0,0.1,-15.431,1,0.0371,127.362,4,0.105
Goodbye (with Soap & Skin),48,269490,0.444,0.469,0.449,0.565,1,0.334,-14.377,0,0.0512,87.111,4,0.19
Beautiful Hell,52,176167,0.936,0.526,0.293,0.000314,11,0.088,-12.358,0,0.0322,120.05,4,0.144
Toronto,51,200994,0.46,0.332,0.536,0.513,6,0.139,-9.353,1,0.0385,174.639,4,0.255
The Fold,50,216493,0.873,0.311,0.345,0.919,0,0.109,-13.81,0,0.0357,113.831,4,0.0769
Wasting My Young Years,50,204213,0.857,0.543,0.311,0.000684,5,0.0983,-10.018,0,0.0361,126.86,4,0.134
Don't Forget About Me,67,268853,0.822,0.494,0.243,0.00225,5,0.147,-9.083,0,0.0316,126.063,4,0.0722
Smother,60,240560,0.925,0.507,0.138,0.0777,1,0.12,-16.447,1,0.0334,124.983,4,0.115
Milk & Honey - Alt Version,51,288493,0.949,0.318,0.193,0.0328,11,0.095,-14.794,0,0.0573,170.414,3,0.0753
Swell,48,243667,0.734,0.581,0.425,0.000655,2,0.0904,-8.604,0,0.0654,140.544,4,0.23
The War,6,354266,0.586,0.246,0.19,0.000877,9,0.0568,-12.596,0,0.0376,126.653,4,0.0393
Deliverance,9,230379,0.664,0.399,0.4,0.453,6,0.101,-12.201,0,0.0411,114.962,4,0.105
Lost It All,51,223655,0.0233,0.565,0.386,0.00113,7,0.109,-11.856,0,0.0299,73.019,3,0.184
Riverside,52,230546,0.984,0.648,0.189,0.000375,9,0.132,-13.553,0,0.0311,98.891,3,0.231
Waiting Game,63,207718,0.658,0.334,0.397,0.00014,5,0.136,-10.313,0,0.0328,129.127,4,0.225
Sleep Baby Sleep,52,180067,0.0662,0.574,0.53,5.32E-05,0,0.145,-7.26,1,0.0453,153.937,4,0.393
I Forget Where We Were,67,281213,0.475,0.305,0.462,0.122,0,0.0916,-9.57,1,0.0338,113.47,4,0.181
Appointments,57,273466,0.938,0.418,0.273,4.06E-05,0,0.0897,-8.887,1,0.0305,110.623,3,0.0585
Glory,66,222173,0.0346,0.394,0.606,1.05E-06,2,0.0804,-7.345,1,0.0648,77.026,4,0.197
Everything We Do Is Wrong,45,247588,0.97,0.343,0.294,0.532,9,0.0745,-11.564,0,0.0367,110.587,4,0.0737
By Night,13,218333,0.972,0.506,0.265,0.00355,11,0.112,-12.215,0,0.0289,92.039,4,0.5
The Place I Left Behind,55,244840,0.159,0.49,0.463,0.0771,9,0.117,-8.455,1,0.0326,125.989,4,0.409
Arsonist's Lullabye,64,266546,0.673,0.463,0.373,0.0745,6,0.118,-10.666,0,0.0362,64.831,4,0.184
Hold On,47,229933,0.162,0.284,0.446,0.0749,8,0.166,-11.035,0,0.0341,117.387,3,0.148
Rescue My Heart,48,205614,0.715,0.273,0.252,0.00168,5,0.146,-11.117,0,0.0342,74.586,3,0.0412
Hands,37,202146,0.512,0.489,0.395,0.881,9,0.118,-13.059,0,0.0265,135.02,4,0.196
O I Long to Feel Your Arms Around Me,37,143240,0.342,0.426,0.456,0.164,2,0.122,-8.055,1,0.0277,87.812,4,0.233
Devil Like Me,68,188280,0.758,0.679,0.63,7.06E-05,2,0.111,-6.83,1,0.158,123.082,4,0.558
I Need My Girl,68,245240,0.867,0.523,0.438,0.0723,0,0.123,-11.49,0,0.0356,126.028,4,0.106
Hymnal,39,266853,0.608,0.44,0.45,0.355,5,0.423,-9.76,1,0.0275,80.005,4,0.266
Hey Now,50,207253,0.396,0.648,0.28,0.0785,5,0.106,-11.961,1,0.0333,120.058,4,0.0393
What's It For,42,173725,0.698,0.513,0.425,0.127,4,0.112,-8.966,0,0.0279,144.178,3,0.246
Sirens,50,266277,0.416,0.255,0.479,0.579,7,0.103,-9.643,1,0.031,136.827,4,0.0609
Drifting on a Summer's Night,11,174866,0.459,0.513,0.493,0.0942,2,0.112,-8.726,1,0.025,77.818,1,0.53
Wasted Time,52,243800,0.0362,0.468,0.458,0.0142,9,0.279,-7.755,1,0.0354,140,4,0.164
The System Only Dreams in Total Darkness,11,236746,0.156,0.596,0.912,0.794,0,0.584,-6.74,0,0.211,110.013,4,0.371
"I Love You, But I Need Another Year",7,222600,0.105,0.253,0.617,0.00155,11,0.156,-7.118,0,0.0678,169.036,4,0.288
Dream State...,47,210613,0.113,0.295,0.278,0.469,7,0.127,-9.867,1,0.0288,84.137,4,0.109
In Dreams,61,213440,0.614,0.49,0.592,0.713,0,0.136,-13.54,1,0.0405,126.62,4,0.28
Recite Remorse,49,278066,0.505,0.228,0.381,0.00441,9,0.106,-6.774,1,0.0307,112.824,4,0.173
Devil's Resting Place,39,194466,0.515,0.221,0.59,0.0636,2,0.0934,-12.299,0,0.0916,179.267,4,0.713
Fight For Life,34,250951,0.447,0.196,0.496,0.103,0,0.117,-9.752,1,0.0409,166.628,3,0.0582
Three Futures,4,244641,0.233,0.533,0.291,0.204,7,0.0894,-11.5,1,0.036,120.74,4,0.198
Deep Green,49,215729,0.433,0.52,0.583,0.0198,9,0.197,-10.085,0,0.0311,98.99,4,0.236
Sane,37,282232,0.707,0.437,0.268,0.132,0,0.107,-14.363,1,0.0362,148.051,4,0.0395
Habit,7,249413,0.094,0.447,0.508,0.00877,7,0.0948,-6.895,0,0.0354,112.963,3,0.344
Out of the Darkness,42,123160,0.445,0.474,0.513,0.949,1,0.0968,-10.767,1,0.0323,105.958,4,0.0723
The Groundskeeper,42,383328,0.823,0.45,0.365,0.000147,7,0.158,-7.825,1,0.0336,68.101,3,0.191
Smile,42,362280,0.0602,0.321,0.58,0.146,1,0.253,-9.937,1,0.0341,113.791,4,0.329
Loose Change for the Boatman,50,242253,0.0589,0.267,0.672,0.00026,4,0.102,-4.65,1,0.0373,170.152,4,0.143
Bohemia,3,315973,0.369,0.0674,0.382,0.88,0,0.0895,-10.525,1,0.039,74.661,4,0.0368
Stretch Your Eyes - Radio Edit,42,247379,0.796,0.548,0.303,0.631,8,0.289,-15.092,0,0.0291,141.846,3,0.509
Distrust,46,213350,0.256,0.343,0.426,0.00218,3,0.0857,-7.112,0,0.0303,111.158,4,0.135
Every Man Is a Warrior,42,196160,0.42,0.367,0.441,0.0158,5,0.0787,-13.357,0,0.0533,88.491,4,0.262
Depraved,45,233661,0.499,0.745,0.265,0.628,1,0.104,-12.612,1,0.041,110.003,4,0.121
Until the Levee,42,160120,0.0843,0.446,0.328,3.15E-05,2,0.104,-9.653,1,0.0494,126.043,4,0.0436
Night Shift,44,391829,0.312,0.48,0.31,1.47E-05,9,0.113,-7.887,1,0.0258,86.149,4,0.16
Hunger Of The Pine,41,298670,0.795,0.36,0.434,0.0317,7,0.0995,-9.51,1,0.0313,93.657,4,0.0737
Beautiful Undone,43,203360,0.864,0.357,0.327,0,10,0.0761,-11.403,0,0.0402,179.679,4,0.0832
The King of All Birds,4,236400,0.333,0.468,0.621,0.00473,9,0.115,-7.373,1,0.0339,81.433,4,0.262
Coming of Age,42,251692,0.788,0.461,0.302,0,10,0.0856,-6.4,0,0.0271,79.686,4,0.0818
Madness,61,211139,0.273,0.509,0.661,4.89E-05,8,0.076,-4.334,0,0.0433,142.889,3,0.421
Nightmares By The Sea,43,231133,0.136,0.627,0.853,0.0359,8,0.0786,-5.789,1,0.074,134.842,4,0.437
White Flag,44,303506,0.443,0.584,0.442,0.614,9,0.158,-10.994,0,0.0249,105.025,4,0.36
Swan,19,328867,0.207,0.183,0.774,0.0023,6,0.134,-8.382,1,0.0831,187.79,4,0.0943
I'm Not Asking,50,170160,0.856,0.28,0.302,0.0295,9,0.104,-9.68,0,0.0297,155.032,4,0.107
Sausalito,64,222859,0.826,0.347,0.183,2.94E-05,2,0.126,-11.149,1,0.0338,149.681,4,0.24
Notion,10,341000,0.391,0.352,0.414,0.00831,4,0.185,-6.6,0,0.0254,60.042,4,0.0688
Through a Glass (Quartet Version),41,233438,0.837,0.244,0.263,0.00521,3,0.114,-9.099,1,0.0359,79.413,4,0.24
Walk Through the Fire (feat. Ruelle),54,216000,0.443,0.214,0.514,6.55E-06,5,0.113,-6.57,0,0.0399,74.997,4,0.199
Under The Boardwalk,67,161960,0.908,0.747,0.226,0.000168,7,0.107,-13.635,1,0.0415,123.789,4,0.778
Stay,59,94906,0.842,0.555,0.404,0,7,0.218,-14.187,0,0.0621,120.509,4,0.736
Come Go With Me,43,160467,0.784,0.66,0.511,0,5,0.117,-10.016,0,0.047,127.603,4,0.545
Love Potion No. 9,57,112200,0.811,0.71,0.712,0,7,0.109,-6.299,1,0.0515,128.758,4,0.911
Duke of Earl,54,147841,0.832,0.584,0.281,0,5,0.298,-11.091,1,0.0318,104.872,4,0.473
Why Do Fools Fall In Love? - Single Version,5,139800,0.556,0.385,0.535,1.80E-06,6,0.079,-8.918,1,0.0928,173.413,4,0.85
Sh-Boom,4,145866,0.838,0.663,0.478,0,5,0.17,-8.262,1,0.0581,136.959,4,0.923
I Only Have Eyes For You - Single Version,3,203000,0.854,0.547,0.319,0.000124,5,0.143,-12.568,1,0.0286,87.75,3,0.382
I Wonder Why - Remastered,53,138960,0.709,0.266,0.546,3.05E-05,10,0.159,-9.012,1,0.0375,208.706,4,0.946
The Book Of Love,55,138440,0.734,0.428,0.594,0,10,0.567,-12.716,1,0.379,198.67,4,0.556
Up On The Roof,56,155053,0.755,0.584,0.489,0,8,0.133,-6.182,1,0.0277,121.891,4,0.777
Shop Around,46,169226,0.529,0.485,0.661,0,7,0.632,-7.24,1,0.0338,133.858,4,0.817
At The Hop,44,156266,0.268,0.605,0.811,3.49E-05,7,0.215,-7.305,1,0.0279,92.618,4,0.96
Earth Angel,58,178000,0.898,0.489,0.271,0,8,0.11,-9.416,1,0.0281,72.36,4,0.486
In the Still of the Night,43,185333,0.838,0.51,0.375,0,5,0.115,-11.565,1,0.0297,71.046,4,0.271
Mama Said,52,130892,0.704,0.604,0.591,0,8,0.47,-6.874,0,0.0614,140.558,4,0.829
16 Candles,41,172460,0.733,0.591,0.472,0,10,0.0987,-4.906,1,0.0261,114.097,3,0.627
Come Softly To Me,52,144933,0.93,0.601,0.095,0.000285,1,0.116,-18.478,1,0.0374,122.975,4,0.672
Silhouettes,42,166530,0.853,0.428,0.403,0,7,0.324,-12.24,1,0.0387,78.053,4,0.692
Maybe,40,170000,0.829,0.252,0.461,0.000455,10,0.0808,-4.97,1,0.0378,206.796,3,0.382
Speedoo,39,141583,0.747,0.489,0.64,2.34E-06,3,0.119,-7.552,1,0.0424,126.055,3,0.946
Blue Moon,44,136771,0.979,0.481,0.216,0.0206,7,0.109,-21.57,1,0.039,125.402,4,0.824
My True Story,2,155960,0.768,0.254,0.465,0,3,0.315,-7.421,1,0.0325,183.362,3,0.642
When You Dance,42,177893,0.846,0.53,0.346,0,11,0.211,-11.135,0,0.0497,134.51,4,0.773
Since I Don't Have You,12,156893,0.717,0.212,0.334,0.0056,6,0.0936,-12.196,1,0.0308,141.071,4,0.638
You Belong To Me,37,170186,0.893,0.322,0.36,2.92E-06,1,0.0918,-8.429,1,0.0273,97.63,3,0.378
Little Darlin',53,129333,0.495,0.62,0.533,0.185,6,0.328,-11.417,1,0.0394,153.385,4,0.81
The Lion Sleeps Tonight (Wimoweh),66,162093,0.743,0.321,0.474,0,5,0.204,-9.383,1,0.0348,121.199,4,0.804
Barbara Ann,2,136765,0.74,0.242,0.556,0,5,0.216,-9.336,1,0.0413,163.339,4,0.653
Sincerely,43,188733,0.989,0.491,0.0883,0.0192,5,0.118,-16.332,0,0.0302,80.306,4,0.426
Get a Job,51,169706,0.652,0.625,0.425,0.000525,7,0.124,-9.962,1,0.0359,80.024,4,0.829
Tears On My Pillow,52,140533,0.908,0.432,0.202,0,0,0.181,-14.518,1,0.0283,100.082,3,0.641
Baby It's You,36,152400,0.696,0.474,0.42,0.0922,0,0.249,-9.147,0,0.0286,80.486,4,0.476
Gee,40,136400,0.803,0.57,0.434,0,4,0.232,-11.273,0,0.0475,80.96,4,0.758
Oh What A Nite,36,176493,0.681,0.258,0.295,0,7,0.196,-11.051,1,0.0303,72.091,4,0.268
Life Is But A Dream,45,163533,0.794,0.247,0.267,2.04E-06,5,0.105,-15.328,1,0.0593,175.747,3,0.333
Who's That Knocking,36,136176,0.826,0.506,0.779,0.000465,2,0.589,-5.843,1,0.0431,112.9,4,0.916
Whispering Bells,40,146173,0.74,0.532,0.648,0.000454,10,0.487,-13.734,1,0.076,127.193,4,0.644
Peanuts,35,148932,0.68,0.55,0.622,0.0339,8,0.385,-10.091,1,0.0409,139.026,4,0.83
Smoke Gets In Your Eyes,45,157760,0.925,0.319,0.267,6.04E-05,3,0.546,-11.091,1,0.0308,113.249,4,0.259
A Casual Look,36,147563,0.699,0.356,0.483,0,7,0.191,-6.153,0,0.0542,204.968,3,0.66
At My Front Door,37,158160,0.753,0.511,0.417,0,8,0.0913,-13.912,1,0.033,174.436,4,0.96
Zoom Zoom Zoom,37,149586,0.711,0.475,0.471,0,2,0.279,-9.107,0,0.0479,116.005,4,0.875
Hey Senorita,36,106760,0.83,0.592,0.707,0,7,0.243,-10.496,1,0.0631,154.081,4,0.932
Heart And Soul,39,137493,0.871,0.577,0.153,0,5,0.125,-15.026,1,0.0431,103.956,4,0.582
"Buzz, Buzz, Buzz",36,136333,0.732,0.578,0.469,4.38E-06,0,0.192,-9.614,1,0.405,173.9,4,0.962
Could This Be Magic,39,138213,0.718,0.345,0.304,0,1,0.0869,-9.744,1,0.0296,109.892,1,0.553
Daddy's Home,45,174200,0.939,0.493,0.123,8.58E-06,5,0.146,-13.875,1,0.0366,144.64,3,0.273
Little Girl Of Mine,42,192106,0.446,0.441,0.589,0,8,0.155,-8.845,1,0.0751,199.729,4,0.961
The Night We Met,79,208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105
when the party's over,78,199931,0.979,0.498,0.104,7.86E-05,1,0.0895,-14.08,0,0.0621,124.001,3,0.205
Saturday Nights,46,209546,0.635,0.54,0.439,1.93E-05,10,0.0993,-8.591,1,0.115,167.908,4,0.371
Dancing On My Own,17,260004,0.839,0.686,0.172,1.81E-05,1,0.0793,-8.722,1,0.0329,112.655,4,0.197
Idfc,80,245172,0.611,0.63,0.5,4.04E-05,1,0.114,-8.755,0,0.0611,144.871,4,0.315
This Town (feat. Sasha Sloan),72,202280,0.506,0.736,0.449,6.63E-05,10,0.117,-7.956,0,0.0633,147.971,4,0.487
Shot Down,75,207106,0.893,0.767,0.512,0.000223,6,0.103,-6.777,1,0.0591,123.921,4,0.489
ocean eyes,84,200379,0.816,0.511,0.363,0.0317,4,0.084,-7.65,0,0.041,144.892,4,0.169
Shallow - Radio Edit,85,217212,0.439,0.573,0.34,0,7,0.0886,-6.476,1,0.0301,95.787,4,0.304
You Are The Reason,10,204326,0.914,0.326,0.226,0,10,0.132,-7.647,1,0.0294,171.037,3,0.242
Unsteady,78,193546,0.178,0.389,0.665,0.000732,0,0.116,-6.169,1,0.0644,117.055,4,0.199
Happier,88,207520,0.536,0.522,0.385,0,0,0.135,-7.355,1,0.0288,89.792,4,0.236
Stay,84,204426,0.414,0.479,0.468,0,5,0.148,-5.396,1,0.0274,85.913,4,0.35
idontwannabeyouanymore,86,203569,0.737,0.483,0.412,0,7,0.116,-8.461,1,0.0402,170.163,3,0.247
"i hate u, i love u (feat. olivia o'brien)",83,251033,0.687,0.492,0.275,0,6,0.101,-13.4,0,0.3,92.6,4,0.18
Somebody Else,75,347520,0.202,0.611,0.799,0.0277,0,0.123,-5.719,1,0.0641,101.038,4,0.51
I Fall Apart,89,223346,0.0689,0.556,0.538,0,8,0.196,-5.408,0,0.0382,143.95,4,0.291
Sorry,67,255205,0.682,0.452,0.298,0,2,0.128,-11.292,1,0.0444,77.491,5,0.158
Always,49,247842,0.0483,0.542,0.466,0,4,0.0964,-6.546,1,0.0342,122.967,4,0.167
SLOW DANCING IN THE DARK,87,209273,0.544,0.515,0.479,0.00598,3,0.191,-7.458,1,0.0261,88.964,4,0.284
Who Hurt You?,61,231964,0.586,0.649,0.493,0.000167,11,0.0667,-7.645,0,0.11,104.542,4,0.277
Unknown (To You),65,233200,0.881,0.312,0.548,0.000805,8,0.127,-5.128,0,0.0431,129.622,4,0.25
Honest,24,176103,0.306,0.676,0.586,0,7,0.0937,-6.271,1,0.063,76.991,4,0.45
I'll Never Love Again - Film Version - Radio Edit,76,281235,0.762,0.343,0.357,2.86E-06,7,0.0933,-7.278,1,0.037,75.761,3,0.247
the broken hearts club,71,184467,0.801,0.62,0.288,0,4,0.344,-9.431,1,0.123,100.385,4,0.691
Consequences - orchestra,79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213
Never Not,76,208000,0.693,0.47,0.221,0,5,0.104,-9.243,1,0.0371,133.714,4,0.264
Tequila,73,196746,0.0312,0.489,0.581,0,11,0.132,-5.731,1,0.0281,86.016,4,0.494
If We Have Each Other,77,181125,0.701,0.654,0.579,0,10,0.305,-5.561,0,0.0728,173.094,4,0.854
Real Friends,85,223583,0.235,0.701,0.512,5.07E-06,0,0.135,-6.869,0,0.0969,91.947,4,0.663
Be Alright,96,196373,0.697,0.553,0.586,0,11,0.0813,-6.319,1,0.0362,126.684,4,0.443
I'm Still Here,75,241910,0.00697,0.437,0.719,3.86E-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284
Always Remember Us This Way,79,210200,0.299,0.541,0.522,0,0,0.775,-5.997,1,0.044,129.853,4,0.255
Million Reasons - Recorded at Sound Stage Studios Nashville,68,194480,0.0322,0.595,0.542,0,0,0.106,-6.443,1,0.0287,130.05,4,0.217
Olancha Farewell,69,138426,0.992,0.196,0.00687,0.917,7,0.106,-34.255,1,0.0442,72.125,4,0.053
Patterns,52,289466,0.969,0.0868,0.032,0.944,10,0.0763,-23.915,0,0.0388,80.55,3,0.0397
Unseen Forces,51,434960,0.913,0.101,0.0664,0.948,9,0.0573,-20.238,0,0.0388,172.103,3,0.035
Wav1,49,262358,0.993,0.118,0.112,0.902,1,0.101,-25.741,0,0.0488,77.122,3,0.161
Tasogare,55,184622,0.948,0.254,0.0829,0.907,8,0.0721,-23.6,0,0.0344,104.721,4,0.0572
Last Forever,50,84705,0.9,0.326,0.0251,0.929,9,0.106,-25.925,0,0.0387,85.279,3,0.109
Ab Ovo,23,288280,0.992,0.393,0.0429,0.925,9,0.0821,-25.727,0,0.0341,135.405,4,0.0394
OMBLEH,10,340175,0.988,0.358,0.0668,0.926,0,0.0949,-28.836,1,0.0356,128.679,3,0.161
Notes,52,127073,0.975,0.281,0.0134,0.921,6,0.376,-33.246,1,0.0371,68.548,3,0.0427
Nordlicht,50,239730,0.884,0.14,0.0257,0.918,0,0.108,-29.924,1,0.0518,102.257,4,0.0389
savepoint,53,67384,0.964,0.226,0.237,0.997,10,0.227,-23.185,0,0.041,114.52,4,0.0795
Colonizadores,50,336483,0.986,0.35,0.266,0.891,6,0.103,-19.502,1,0.0307,131.98,4,0.137
